IMG0001.tif,2228444,131046,5
IMG0002.tif,1668399,106963,5
IMG0003.tif,1621172,106128,5
IMG0004.tif,1593746,108497,5
IMG0005.tif,2494229,131010,5
IMG0006.tif,2095290,120588,5
IMG0007.tif,1786371,112667,5
IMG0008.tif,2954769,150537,5
IMG0009.tif,1923346,109731,5
IMG0010.tif,1848904,109856,5
IMG0011.tif,2036308,116766,5
IMG0001.tif,2895276,159456,8
IMG0002.tif,1868625,114659,8
IMG0003.tif,1816417,112996,8
IMG0004.tif,1964633,117898,8
IMG0005.tif,3222736,155259,8
IMG0006.tif,2529642,141069,8
IMG0007.tif,2038164,122560,8
IMG0008.tif,3608570,184058,8
IMG0009.tif,2097816,118063,8
IMG0010.tif,2079598,118624,8
IMG0011.tif,2341558,131912,8